xtime,event
72,mc_rate_ctrl
205,flight_mode_manager
59,wq:sensors
173,mc_att_ctrl
14,mc_rate_ctrl
26,mc_hte_ctrl
42,commander
159,mc_att_ctrl
495,wq:sensors
31,ekf2
205,flight_mode_manager
73,mc_rate_ctrl
179,mc_att_ctrl
41,commander
40,navigator
73,wq:sensors
27,mc_hte_ctrl
32,ekf2
104,mc_att_ctrl
13,flight_mode_manager
19,commander
13,mc_rate_ctrl
58,wq:sensors
158,mc_att_ctrl
28,ekf2
48,commander
10,mc_hte_ctrl
159,mc_att_ctrl
636,wq:sensors
70,mc_rate_ctrl
222,flight_mode_manager
179,mc_att_ctrl
41,commander
30,ekf2
58,wq:sensors
14,mc_rate_ctrl
97,mc_att_ctrl
14,flight_mode_manager
27,mc_hte_ctrl
12,commander
64,wq:sensors
30,ekf2
159,mc_att_ctrl
14,mc_rate_ctrl
42,commander
158,mc_att_ctrl
2813,mc_rate_ctrl
110,mc_att_ctrl
40,commander
68,wq:sensors
29,ekf2
73,mc_rate_ctrl
211,flight_mode_manager
27,mc_hte_ctrl
58,wq:sensors
192,mc_att_ctrl
31,ekf2
14,flight_mode_manager
42,commander
532,wq:sensors
73,mc_rate_ctrl
26,mc_hte_ctrl
159,mc_att_ctrl
58,commander
30,ekf2
159,mc_att_ctrl
57,wq:sensors
216,flight_mode_manager
13,mc_rate_ctrl
111,mc_att_ctrl
41,commander
11,mc_hte_ctrl
64,wq:sensors
30,ekf2
188,mc_att_ctrl
13,mc_rate_ctrl
13,flight_mode_manager
42,commander
978,mc_rate_ctrl
166,mc_att_ctrl
1829,mc_rate_ctrl
47,commander
90,wq:sensors
29,ekf2
73,mc_rate_ctrl
27,mc_hte_ctrl
176,mc_att_ctrl
57,wq:sensors
216,flight_mode_manager
30,ekf2
185,mc_att_ctrl
41,commander
505,wq:sensors
72,mc_rate_ctrl
27,mc_hte_ctrl
40,navigator
104,mc_att_ctrl
204,flight_mode_manager
20,commander
30,ekf2
58,wq:sensors
165,mc_att_ctrl
14,mc_rate_ctrl
88,mc_pos_ctrl
74,commander
176,mc_att_ctrl
58,wq:sensors
29,ekf2
14,flight_mode_manager
10,mc_hte_ctrl
13,mc_rate_ctrl
104,mc_att_ctrl
41,commander
1987,mc_rate_ctrl
173,mc_att_ctrl
823,mc_rate_ctrl
49,commander
76,wq:sensors
29,ekf2
73,mc_rate_ctrl
204,flight_mode_manager
34,mc_hte_ctrl
58,wq:sensors
159,mc_att_ctrl
31,ekf2
42,commander
182,mc_att_ctrl
523,wq:sensors
77,mc_rate_ctrl
222,flight_mode_manager
27,mc_hte_ctrl
112,mc_att_ctrl
40,commander
31,ekf2
59,wq:sensors
14,mc_rate_ctrl
198,mc_att_ctrl
14,flight_mode_manager
103,commander
76,wq:sensors
28,ekf2
170,mc_att_ctrl
10,mc_hte_ctrl
15,mc_rate_ctrl
77,commander
176,mc_att_ctrl
643,wq:sensors
166,navigator
31,ekf2
62,flight_mode_manager
127,mc_att_ctrl
41,commander
73,mc_rate_ctrl
65,wq:sensors
34,mc_hte_ctrl
193,mc_att_ctrl
31,ekf2
14,flight_mode_manager
88,commander
984,mc_rate_ctrl
159,mc_att_ctrl
1836,mc_rate_ctrl
54,commander
18,wq:sensors
75,ekf2
71,mc_rate_ctrl
27,mc_hte_ctrl
176,mc_att_ctrl
58,wq:sensors
215,flight_mode_manager
15,mc_rate_ctrl
104,mc_att_ctrl
41,commander
506,wq:sensors
30,ekf2
199,mc_att_ctrl
73,mc_rate_ctrl
216,flight_mode_manager
26,mc_hte_ctrl
42,commander
39,navigator
66,wq:sensors
165,mc_att_ctrl
30,ekf2
42,commander
13,mc_rate_ctrl
185,mc_att_ctrl
57,wq:sensors
14,flight_mode_manager
11,mc_hte_ctrl
29,ekf2
96,mc_att_ctrl
42,commander
1980,mc_rate_ctrl
182,mc_att_ctrl
815,mc_rate_ctrl
42,commander
45,wq:sensors
29,ekf2
72,mc_rate_ctrl
259,flight_mode_manager
75,wq:sensors
27,mc_hte_ctrl
165,mc_att_ctrl
14,mc_rate_ctrl
42,commander
178,mc_att_ctrl
498,wq:sensors
29,ekf2
205,flight_mode_manager
72,mc_rate_ctrl
97,mc_att_ctrl
41,commander
27,mc_hte_ctrl
58,wq:sensors
31,ekf2
178,mc_att_ctrl
13,flight_mode_manager
48,commander
14,mc_rate_ctrl
65,wq:sensors
158,mc_att_ctrl
13,mc_pos_ctrl
30,ekf2
10,mc_hte_ctrl
41,commander
158,mc_att_ctrl
2803,mc_rate_ctrl
110,mc_att_ctrl
40,commander
21,wq:sensors
60,ekf2
85,mc_rate_ctrl
212,flight_mode_manager
58,wq:sensors
13,mc_pos_ctrl
14,mc_rate_ctrl
26,mc_hte_ctrl
179,mc_att_ctrl
14,flight_mode_manager
41,commander
646,wq:sensors
30,ekf2
159,mc_att_ctrl
74,mc_rate_ctrl
42,commander
178,mc_att_ctrl
58,wq:sensors
213,flight_mode_manager
27,mc_hte_ctrl
30,ekf2
110,mc_att_ctrl
42,commander
13,mc_rate_ctrl
58,wq:sensors
182,mc_att_ctrl
28,ekf2
14,flight_mode_manager
41,commander
10,mc_hte_ctrl
520,wq:sensors
73,mc_rate_ctrl
163,mc_att_ctrl
40,navigator
40,commander
30,ekf2
180,mc_att_ctrl
57,wq:sensors
218,flight_mode_manager
14,mc_rate_ctrl
14,9
27,mc_hte_ctrl
91,mc_pos_ctrl
96,mc_att_ctrl
45,commander
64,wq:sensors
30,ekf2
197,mc_att_ctrl
14,mc_rate_ctrl
13,flight_mode_manager
42,commander
977,mc_rate_ctrl
172,mc_att_ctrl
1823,mc_rate_ctrl
47,commander
40,wq:sensors
30,ekf2
72,mc_rate_ctrl
26,mc_hte_ctrl
172,mc_att_ctrl
59,wq:sensors
217,flight_mode_manager
32,ekf2
103,mc_att_ctrl
43,commander
512,wq:sensors
74,mc_rate_ctrl
27,mc_hte_ctrl
182,mc_att_ctrl
205,flight_mode_manager
47,commander
31,ekf2
66,wq:sensors
158,mc_att_ctrl
13,mc_rate_ctrl
41,commander
10,mc_hte_ctrl
158,mc_att_ctrl
57,wq:sensors
29,ekf2
13,flight_mode_manager
15,mc_rate_ctrl
96,mc_att_ctrl
42,commander
1981,mc_rate_ctrl
202,mc_att_ctrl
794,mc_rate_ctrl
42,commander
66,wq:sensors
30,ekf2
72,mc_rate_ctrl
259,flight_mode_manager
27,mc_hte_ctrl
68,wq:sensors
159,mc_att_ctrl
32,ekf2
42,commander
178,mc_att_ctrl
512,wq:sensors
73,mc_rate_ctrl
214,flight_mode_manager
28,mc_hte_ctrl
110,mc_att_ctrl
41,commander
30,ekf2
58,wq:sensors
15,mc_rate_ctrl
186,mc_att_ctrl
13,flight_mode_manager
42,commander
79,wq:sensors
29,ekf2
10,mc_hte_ctrl
159,mc_att_ctrl
14,mc_rate_ctrl
42,commander
177,mc_att_ctrl
171,mc_att_ctrl
637,wq:sensors
183,navigator
31,ekf2
48,flight_mode_manager
48,wq:sensors
32,navigator
97,mc_att_ctrl
41,commander
73,mc_rate_ctrl
26,mc_hte_ctrl
58,wq:sensors
184,mc_att_ctrl
30,ekf2
13,flight_mode_manager
41,commander
969,mc_rate_ctrl
163,mc_att_ctrl
1832,mc_rate_ctrl
47,commander
88,wq:sensors
30,ekf2
71,mc_rate_ctrl
26,mc_hte_ctrl
171,mc_att_ctrl
58,wq:sensors
215,flight_mode_manager
15,mc_rate_ctrl
97,mc_att_ctrl
42,commander
496,wq:sensors
29,ekf2
15,mc_hte_ctrl
177,mc_att_ctrl
73,mc_rate_ctrl
216,flight_mode_manager
42,commander
66,wq:sensors
158,mc_att_ctrl
32,ekf2
48,commander
14,mc_rate_ctrl
178,mc_att_ctrl
57,wq:sensors
14,flight_mode_manager
10,mc_hte_ctrl
30,ekf2
100,mc_att_ctrl
41,commander
1976,mc_rate_ctrl
190,mc_att_ctrl
807,mc_rate_ctrl
49,commander
106,wq:sensors
30,ekf2
71,mc_rate_ctrl
259,flight_mode_manager
27,mc_hte_ctrl
58,wq:sensors
158,mc_att_ctrl
14,mc_rate_ctrl
42,commander
181,mc_att_ctrl
495,wq:sensors
31,ekf2
205,flight_mode_manager
73,mc_rate_ctrl
27,mc_hte_ctrl
103,mc_att_ctrl
42,commander
58,wq:sensors
32,ekf2
178,mc_att_ctrl
14,flight_mode_manager
41,commander
14,mc_rate_ctrl
66,wq:sensors
163,mc_att_ctrl
10,mc_hte_ctrl
30,ekf2
42,commander
177,mc_att_ctrl
510,wq:sensors
71,mc_rate_ctrl
227,flight_mode_manager
40,navigator
97,mc_att_ctrl
40,commander
31,ekf2
72,wq:sensors
27,mc_hte_ctrl
14,mc_rate_ctrl
189,mc_att_ctrl
13,flight_mode_manager
92,mc_pos_ctrl
42,commander
982,mc_rate_ctrl
159,mc_att_ctrl
1836,mc_rate_ctrl
48,commander
34,wq:sensors
30,ekf2
73,mc_rate_ctrl
26,mc_hte_ctrl
176,mc_att_ctrl
57,wq:sensors
216,flight_mode_manager
30,ekf2
116,mc_att_ctrl
42,commander
13,mc_rate_ctrl
640,wq:sensors
197,mc_att_ctrl
30,ekf2
213,flight_mode_manager
15,mc_hte_ctrl
41,commander
66,wq:sensors
73,mc_rate_ctrl
158,mc_att_ctrl
47,commander
30,ekf2
171,mc_att_ctrl
58,wq:sensors
13,flight_mode_manager
13,mc_pos_ctrl
14,mc_rate_ctrl
10,mc_hte_ctrl
96,mc_att_ctrl
42,commander
1988,mc_rate_ctrl
193,mc_att_ctrl
803,mc_rate_ctrl
36,commander
48,wq:sensors
29,ekf2
70,mc_rate_ctrl
204,flight_mode_manager
65,wq:sensors
27,mc_hte_ctrl
165,mc_att_ctrl
32,ekf2
49,commander
14,mc_rate_ctrl
110,mc_att_ctrl
512,wq:sensors
204,flight_mode_manager
29,ekf2
176,mc_att_ctrl
42,commander
15,mc_hte_ctrl
69,wq:sensors
72,mc_rate_ctrl
203,mc_att_ctrl
14,flight_mode_manager
47,commander
30,ekf2
66,wq:sensors
180,mc_att_ctrl
14,mc_rate_ctrl
11,mc_hte_ctrl
42,commander
118,mc_att_ctrl
2829,wq:sensors
28,ekf2
13,flight_mode_manager
105,mc_att_ctrl
13,commander
68,mc_rate_ctrl
204,flight_mode_manager
42,navigator
13,wq:sensors
13,mc_pos_ctrl
12,ekf2
26,mc_hte_ctrl
198,mc_att_ctrl
14,flight_mode_manager
48,commander
14,mc_rate_ctrl
59,wq:sensors
159,mc_att_ctrl
31,ekf2
42,commander
165,mc_att_ctrl
495,wq:sensors
73,mc_rate_ctrl
215,flight_mode_manager
27,mc_hte_ctrl
158,mc_att_ctrl
40,commander
30,ekf2
58,wq:sensors
15,mc_rate_ctrl
178,mc_att_ctrl
13,flight_mode_manager
42,commander
10,mc_hte_ctrl
505,wq:sensors
28,ekf2
159,mc_att_ctrl
73,mc_rate_ctrl
41,commander
110,mc_att_ctrl
57,wq:sensors
205,flight_mode_manager
32,ekf2
27,mc_hte_ctrl
171,mc_att_ctrl
42,commander
13,mc_rate_ctrl
58,wq:sensors
202,mc_att_ctrl
30,ekf2
13,flight_mode_manager
42,commander
971,mc_rate_ctrl
104,mc_att_ctrl
1891,mc_rate_ctrl
20,commander
25,wq:sensors
29,ekf2
73,mc_rate_ctrl
27,mc_hte_ctrl
206,mc_att_ctrl
57,wq:sensors
215,flight_mode_manager
14,mc_rate_ctrl
165,mc_att_ctrl
41,commander
696,wq:sensors
30,ekf2
15,mc_hte_ctrl
177,mc_att_ctrl
72,mc_rate_ctrl
217,flight_mode_manager
42,commander
66,wq:sensors
159,mc_att_ctrl
30,ekf2
56,commander
14,mc_rate_ctrl
10,mc_hte_ctrl
98,mc_att_ctrl
57,wq:sensors
14,flight_mode_manager
28,ekf2
184,mc_att_ctrl
41,commander
1989,mc_rate_ctrl
111,mc_att_ctrl
885,mc_rate_ctrl
20,commander
870,wq:sensors
28,ekf2
76,flight_mode_manager
58,wq:sensors
18,mc_rate_ctrl
244,flight_mode_manager
27,mc_hte_ctrl
40,navigator
185,mc_att_ctrl
14,mc_rate_ctrl
88,mc_pos_ctrl
42,commander
159,mc_att_ctrl
580,wq:sensors
29,ekf2
228,flight_mode_manager
15,mc_hte_ctrl
73,mc_rate_ctrl
158,mc_att_ctrl
41,commander
58,wq:sensors
30,ekf2
189,mc_att_ctrl
14,flight_mode_manager
48,commander
13,mc_rate_ctrl
66,wq:sensors
10,mc_hte_ctrl
158,mc_att_ctrl
29,ekf2
42,commander
97,mc_att_ctrl
57,wq:sensors
14,mc_rate_ctrl
14,flight_mode_manager
159,mc_att_ctrl
40,commander
28,ekf2
10,mc_hte_ctrl
1993,mc_rate_ctrl
104,mc_att_ctrl
882,wq:sensors
13,flight_mode_manager
14,commander
68,mc_rate_ctrl
205,flight_mode_manager
65,wq:sensors
37,ekf2
208,mc_att_ctrl
14,mc_pos_ctrl
13,mc_rate_ctrl
27,mc_hte_ctrl
42,commander
139,mc_att_ctrl
553,wq:sensors
204,flight_mode_manager
29,ekf2
158,mc_att_ctrl
41,commander
73,mc_rate_ctrl
58,wq:sensors
27,mc_hte_ctrl
191,mc_att_ctrl
32,ekf2
13,flight_mode_manager
42,commander
73,wq:sensors
14,mc_rate_ctrl
159,mc_att_ctrl
47,commander
30,ekf2
117,mc_att_ctrl
544,wq:sensors
204,flight_mode_manager
15,mc_hte_ctrl
73,mc_rate_ctrl
159,mc_att_ctrl
41,commander
72,wq:sensors
30,ekf2
194,mc_att_ctrl
14,mc_rate_ctrl
13,flight_mode_manager
53,commander
10,mc_hte_ctrl
40,navigator
990,mc_rate_ctrl
104,mc_att_ctrl
1891,mc_rate_ctrl
20,commander
53,wq:sensors
29,ekf2
69,mc_rate_ctrl
176,mc_att_ctrl
58,wq:sensors
220,flight_mode_manager
32,ekf2
27,mc_hte_ctrl
165,mc_att_ctrl
41,commander
506,wq:sensors
72,mc_rate_ctrl
184,mc_att_ctrl
205,flight_mode_manager
41,commander
31,ekf2
66,wq:sensors
171,mc_att_ctrl
13,mc_rate_ctrl
27,mc_hte_ctrl
42,commander
116,mc_att_ctrl
57,wq:sensors
29,ekf2
13,flight_mode_manager
14,mc_rate_ctrl
158,mc_att_ctrl
41,commander
696,wq:sensors
15,mc_hte_ctrl
31,ekf2
180,mc_att_ctrl
204,flight_mode_manager
48,commander
73,mc_rate_ctrl
58,wq:sensors
159,mc_att_ctrl
29,ekf2
49,commander
10,mc_hte_ctrl
97,mc_att_ctrl
2859,mc_rate_ctrl
110,mc_att_ctrl
13,commander
14,wq:sensors
29,ekf2
70,mc_rate_ctrl
211,flight_mode_manager
58,wq:sensors
14,mc_rate_ctrl
189,mc_att_ctrl
13,flight_mode_manager
27,mc_hte_ctrl
42,commander
554,wq:sensors
31,ekf2
159,mc_att_ctrl
74,mc_rate_ctrl
42,commander
139,mc_att_ctrl
58,wq:sensors
215,flight_mode_manager
32,ekf2
27,mc_hte_ctrl
159,mc_att_ctrl
42,commander
14,mc_rate_ctrl
64,wq:sensors
189,mc_att_ctrl
30,ekf2
13,flight_mode_manager
42,commander
973,mc_rate_ctrl
98,mc_att_ctrl
1897,mc_rate_ctrl
20,commander
25,wq:sensors
30,ekf2
73,mc_rate_ctrl
27,mc_hte_ctrl
185,wq:sensors
172,mc_att_ctrl
58,wq:sensors
215,flight_mode_manager
32,navigator
15,mc_rate_ctrl
91,mc_pos_ctrl
158,mc_att_ctrl
42,commander
10,mc_hte_ctrl
503,wq:sensors
30,ekf2
177,mc_att_ctrl
73,mc_rate_ctrl
216,flight_mode_manager
42,commander
66,wq:sensors
165,mc_att_ctrl
30,ekf2
27,mc_hte_ctrl
41,commander
14,mc_rate_ctrl
96,mc_att_ctrl
58,wq:sensors
13,flight_mode_manager
30,ekf2
163,mc_att_ctrl
41,commander
1970,mc_rate_ctrl
104,mc_att_ctrl
893,mc_rate_ctrl
20,commander
28,wq:sensors
29,ekf2
73,mc_rate_ctrl
205,flight_mode_manager
26,mc_hte_ctrl
58,wq:sensors
191,mc_att_ctrl
14,mc_rate_ctrl
42,commander
139,mc_att_ctrl
685,wq:sensors
31,ekf2
221,flight_mode_manager
26,mc_hte_ctrl
73,mc_rate_ctrl
158,mc_att_ctrl
42,commander
58,wq:sensors
32,ekf2
185,mc_att_ctrl
14,flight_mode_manager
69,commander
13,mc_rate_ctrl
11,mc_hte_ctrl
66,wq:sensors
163,mc_att_ctrl
30,ekf2
42,commander
117,mc_att_ctrl
2868,mc_rate_ctrl
110,mc_att_ctrl
13,commander
22,wq:sensors
29,ekf2
70,mc_rate_ctrl
211,flight_mode_manager
27,mc_hte_ctrl
58,wq:sensors
15,mc_rate_ctrl
199,mc_att_ctrl
13,flight_mode_manager
41,commander
515,wq:sensors
62,ekf2
167,mc_att_ctrl
15,mc_hte_ctrl
74,mc_rate_ctrl
42,commander
40,navigator
152,mc_att_ctrl
58,wq:sensors
204,flight_mode_manager
33,ekf2
158,mc_att_ctrl
42,commander
14,mc_rate_ctrl
64,wq:sensors
10,mc_hte_ctrl
191,mc_att_ctrl
29,ekf2
14,flight_mode_manager
42,commander
559,wq:sensors
72,mc_rate_ctrl
158,mc_att_ctrl
53,commander
32,ekf2
27,mc_hte_ctrl
110,mc_att_ctrl
57,wq:sensors
237,flight_mode_manager
15,mc_rate_ctrl
159,mc_att_ctrl
41,commander
1989,mc_rate_ctrl
117,mc_att_ctrl
879,mc_rate_ctrl
13,commander
20,wq:sensors
28,ekf2
73,mc_rate_ctrl
204,flight_mode_manager
27,mc_hte_ctrl
58,wq:sensors
207,mc_att_ctrl
30,ekf2
48,commander
14,mc_rate_ctrl
152,mc_att_ctrl
553,wq:sensors
204,flight_mode_manager
16,mc_hte_ctrl
30,ekf2
165,mc_att_ctrl
41,commander
57,wq:sensors
73,mc_rate_ctrl
177,mc_att_ctrl
14,flight_mode_manager
40,commander
31,ekf2
65,wq:sensors
11,mc_hte_ctrl
165,mc_att_ctrl
14,mc_rate_ctrl
42,commander
97,mc_att_ctrl
686,wq:sensors
30,ekf2
223,flight_mode_manager
72,mc_rate_ctrl
172,mc_att_ctrl
42,commander
26,mc_hte_ctrl
66,wq:sensors
33,ekf2
187,mc_att_ctrl
14,flight_mode_manager
49,commander
13,mc_rate_ctrl
987,mc_rate_ctrl
98,mc_att_ctrl
1897,mc_rate_ctrl
14,commander
18,wq:sensors
28,ekf2
15,mc_hte_ctrl
159,mc_att_ctrl
57,wq:sensors
71,mc_rate_ctrl
262,flight_mode_manager
40,navigator
159,mc_att_ctrl
41,commander
31,ekf2
542,wq:sensors
13,mc_pos_ctrl
72,mc_rate_ctrl
26,mc_hte_ctrl
177,mc_att_ctrl
205,flight_mode_manager
113,mc_pos_ctrl
44,commander
67,wq:sensors
32,ekf2
162,mc_att_ctrl
15,mc_rate_ctrl
42,commander
97,mc_att_ctrl
58,wq:sensors
13,flight_mode_manager
10,mc_hte_ctrl
30,ekf2
172,mc_att_ctrl
41,commander
14,mc_rate_ctrl
1983,mc_rate_ctrl
114,mc_att_ctrl
880,mc_rate_ctrl
20,commander
74,wq:sensors
33,ekf2
212,flight_mode_manager
15,mc_hte_ctrl
57,wq:sensors
78,mc_rate_ctrl
204,mc_att_ctrl
41,commander
31,ekf2
139,mc_att_ctrl
544,wq:sensors
205,flight_mode_manager
72,mc_rate_ctrl
28,mc_hte_ctrl
158,mc_att_ctrl
42,commander
58,wq:sensors
31,ekf2
177,mc_att_ctrl
13,mc_rate_ctrl
14,flight_mode_manager
42,commander
66,wq:sensors
159,mc_att_ctrl
30,ekf2
10,mc_hte_ctrl
48,commander
14,mc_rate_ctrl
110,mc_att_ctrl
2867,mc_rate_ctrl
104,mc_att_ctrl
13,commander
13,wq:sensors
30,ekf2
204,flight_mode_manager
71,wq:sensors
76,mc_rate_ctrl
27,mc_hte_ctrl
208,mc_att_ctrl
13,flight_mode_manager
49,commander
30,ekf2
563,wq:sensors
160,mc_att_ctrl
71,mc_rate_ctrl
49,commander
26,mc_hte_ctrl
140,mc_att_ctrl
68,wq:sensors
31,ekf2
263,flight_mode_manager
14,mc_rate_ctrl
159,mc_att_ctrl
41,commander
40,navigator
58,wq:sensors
30,ekf2
178,mc_att_ctrl
13,flight_mode_manager
10,mc_hte_ctrl
49,commander
14,mc_rate_ctrl
708,wq:sensors
98,mc_att_ctrl
29,ekf2
27,commander
178,mc_att_ctrl
57,wq:sensors
73,mc_rate_ctrl
216,flight_mode_manager
27,mc_hte_ctrl
158,mc_att_ctrl
42,commander
30,ekf2
1958,mc_rate_ctrl
104,mc_att_ctrl
892,mc_rate_ctrl
14,commander
42,wq:sensors
72,mc_rate_ctrl
205,flight_mode_manager
71,wq:sensors
32,ekf2
27,mc_hte_ctrl
192,mc_att_ctrl
14,mc_rate_ctrl
42,commander
139,mc_att_ctrl
542,wq:sensors
205,flight_mode_manager
30,ekf2
158,mc_att_ctrl
42,commander
72,mc_rate_ctrl
27,mc_hte_ctrl
58,wq:sensors
178,mc_att_ctrl
31,ekf2
14,flight_mode_manager
41,commander
72,wq:sensors
13,mc_rate_ctrl
159,mc_att_ctrl
10,mc_hte_ctrl
47,commander
30,ekf2
97,mc_att_ctrl
707,wq:sensors
167,navigator
72,mc_rate_ctrl
110,flight_mode_manager
165,mc_att_ctrl
42,commander
57,wq:sensors
31,ekf2
27,mc_hte_ctrl
179,mc_att_ctrl
14,mc_rate_ctrl
14,flight_mode_manager
41,commander
539,wq:sensors
159,mc_att_ctrl
29,ekf2
41,commander
73,mc_rate_ctrl
98,mc_att_ctrl
58,wq:sensors
259,flight_mode_manager
27,mc_hte_ctrl
30,ekf2
166,mc_att_ctrl
41,commander
65,wq:sensors
14,mc_rate_ctrl
40,navigator
178,mc_att_ctrl
13,flight_mode_manager
54,commander
29,ekf2
11,mc_hte_ctrl
547,wq:sensors
166,mc_att_ctrl
73,mc_rate_ctrl
91,mc_pos_ctrl
42,commander
116,mc_att_ctrl
58,wq:sensors
30,ekf2
204,flight_mode_manager
14,mc_rate_ctrl
26,mc_hte_ctrl
158,mc_att_ctrl
42,commander
749,wq:sensors
29,ekf2
195,mc_att_ctrl
205,flight_mode_manager
48,commander
73,mc_rate_ctrl
68,wq:sensors
158,mc_att_ctrl
26,mc_hte_ctrl
31,ekf2
42,commander
116,mc_att_ctrl
540,wq:sensors
71,mc_rate_ctrl
214,flight_mode_manager
176,mc_att_ctrl
40,commander
32,ekf2
64,wq:sensors
27,mc_hte_ctrl
14,mc_rate_ctrl
184,mc_att_ctrl
14,flight_mode_manager
42,commander
73,wq:sensors
30,ekf2
169,mc_att_ctrl
15,mc_rate_ctrl
49,commander
10,mc_hte_ctrl
110,mc_att_ctrl
903,wq:sensors
30,ekf2
204,flight_mode_manager
172,mc_att_ctrl
41,commander
73,mc_rate_ctrl
60,wq:sensors
199,mc_att_ctrl
30,ekf2
14,flight_mode_manager
27,mc_hte_ctrl
42,commander
537,wq:sensors
71,mc_rate_ctrl
97,mc_att_ctrl
13,commander
30,ekf2
172,mc_att_ctrl
58,wq:sensors
260,flight_mode_manager
14,mc_rate_ctrl
26,mc_hte_ctrl
166,mc_att_ctrl
41,commander
65,wq:sensors
29,ekf2
178,mc_att_ctrl
13,mc_rate_ctrl
13,flight_mode_manager
41,commander
178,mc_att_ctrl
505,wq:sensors
14,mc_hte_ctrl
52,wq:sensors
165,mc_att_ctrl
29,ekf2
58,wq:sensors
134,navigator
41,commander
73,mc_rate_ctrl
97,mc_att_ctrl
58,wq:sensors
204,flight_mode_manager
31,ekf2
171,mc_att_ctrl
41,commander
10,mc_hte_ctrl
764,wq:sensors
75,mc_rate_ctrl
183,mc_att_ctrl
213,flight_mode_manager
40,commander
34,ekf2
57,wq:sensors
163,mc_att_ctrl
14,mc_rate_ctrl
26,mc_hte_ctrl
43,commander
117,mc_att_ctrl
539,wq:sensors
28,ekf2
204,flight_mode_manager
72,mc_rate_ctrl
158,mc_att_ctrl
42,commander
58,wq:sensors
30,ekf2
27,mc_hte_ctrl
178,mc_att_ctrl
13,flight_mode_manager
48,commander
14,mc_rate_ctrl
66,wq:sensors
159,mc_att_ctrl
30,ekf2
42,commander
97,mc_att_ctrl
764,wq:sensors
84,mc_rate_ctrl
218,flight_mode_manager
27,mc_hte_ctrl
163,mc_att_ctrl
40,commander
30,ekf2
59,wq:sensors
14,mc_rate_ctrl
195,mc_att_ctrl
13,flight_mode_manager
48,commander
11,mc_hte_ctrl
548,wq:sensors
29,ekf2
159,mc_att_ctrl
73,mc_rate_ctrl
41,commander
97,mc_att_ctrl
58,wq:sensors
237,flight_mode_manager
32,ekf2
28,mc_hte_ctrl
172,mc_att_ctrl
41,commander
14,mc_rate_ctrl
58,wq:sensors
203,mc_att_ctrl
30,ekf2
13,flight_mode_manager
41,commander
970,mc_rate_ctrl
105,mc_att_ctrl
569,wq:sensors
73,mc_rate_ctrl
26,mc_hte_ctrl
42,navigator
12,commander
31,ekf2
165,mc_att_ctrl
58,wq:sensors
215,flight_mode_manager
15,mc_rate_ctrl
89,mc_pos_ctrl
159,mc_att_ctrl
41,commander
818,wq:sensors
30,ekf2
15,mc_hte_ctrl
193,mc_att_ctrl
73,mc_rate_ctrl
215,flight_mode_manager
46,commander
62,wq:sensors
169,mc_att_ctrl
32,ekf2
55,commander
14,mc_rate_ctrl
10,mc_hte_ctrl
110,mc_att_ctrl
58,wq:sensors
13,flight_mode_manager
29,ekf2
165,mc_att_ctrl
41,commander
522,wq:sensors
87,mc_rate_ctrl
178,mc_att_ctrl
204,flight_mode_manager
38,mc_hte_ctrl
47,commander
31,ekf2
66,wq:sensors
170,mc_att_ctrl
14,mc_rate_ctrl
42,commander
97,mc_att_ctrl
57,wq:sensors
30,ekf2
13,flight_mode_manager
11,mc_hte_ctrl
15,mc_rate_ctrl
165,mc_att_ctrl
41,commander
525,wq:sensors
30,ekf2
179,mc_att_ctrl
205,flight_mode_manager
42,commander
72,mc_rate_ctrl
64,wq:sensors
26,mc_hte_ctrl
159,mc_att_ctrl
31,ekf2
42,commander
98,mc_att_ctrl
745,wq:sensors
84,mc_rate_ctrl
211,flight_mode_manager
159,mc_att_ctrl
40,commander
30,ekf2
27,mc_hte_ctrl
57,wq:sensors
15,mc_rate_ctrl
179,mc_att_ctrl
14,flight_mode_manager
41,commander
507,wq:sensors
29,ekf2
160,mc_att_ctrl
72,mc_rate_ctrl
27,mc_hte_ctrl
46,commander
40,navigator
110,mc_att_ctrl
57,wq:sensors
205,flight_mode_manager
32,ekf2
171,mc_att_ctrl
41,commander
14,mc_rate_ctrl
65,wq:sensors
11,mc_hte_ctrl
201,mc_att_ctrl
28,ekf2
13,flight_mode_manager
42,commander
716,wq:sensors
105,mc_rate_ctrl
97,mc_att_ctrl
19,commander
32,ekf2
178,mc_att_ctrl
58,wq:sensors
212,flight_mode_manager
26,mc_hte_ctrl
14,mc_rate_ctrl
165,mc_att_ctrl
41,commander
510,wq:sensors
30,ekf2
178,mc_att_ctrl
72,mc_rate_ctrl
217,flight_mode_manager
48,commander
27,mc_hte_ctrl
65,wq:sensors
158,mc_att_ctrl
30,ekf2
48,commander
13,mc_rate_ctrl
97,mc_att_ctrl
57,wq:sensors
13,flight_mode_manager
13,mc_pos_ctrl
28,ekf2
10,mc_hte_ctrl
158,mc_att_ctrl
42,commander
676,wq:sensors
72,mc_rate_ctrl
180,mc_att_ctrl
204,flight_mode_manager
40,commander
31,ekf2
58,wq:sensors
158,mc_att_ctrl
14,mc_rate_ctrl
27,mc_hte_ctrl
42,commander
117,mc_att_ctrl
744,wq:sensors
30,ekf2
221,flight_mode_manager
73,mc_rate_ctrl
165,mc_att_ctrl
42,commander
65,wq:sensors
26,mc_hte_ctrl
32,ekf2
185,mc_att_ctrl
14,flight_mode_manager
48,commander
